#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
271203	4140	7276	110310	113127	-	-	MARK3	TTR	CTAK1|KP78|PAR1A|Par-1a	CTS|CTS1|HEL111|HsT2651|PALB|TBPA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	P02766	E9KL36	NP_000362	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271204	65990	7917	122439	113647	LA16c-444G9.1	DADB-70P7.10-021	FAM173A	BAG6	C16orf24	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BQD7	J3KMW5	NP_001258214|NP_076422	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271205	65990	10524	122439	115779	LA16c-444G9.1	-	FAM173A	KAT5	C16orf24	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BQD7	J3KMW5	NP_001258214|NP_076422	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271206	192111	7704	128154	113498	-	-	PGAM5	ZBTB16	BXLBV68	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q96HS1	-	NP_612642|NP_001164014|NP_001164015	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271207	10200	55791	115495	120905	-	RP11-96K19.1	MPHOSPH6	LRIF1	MPP|MPP-6|MPP6	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q99547	-	NP_005783	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271208	10200	9094	115495	114548	-	-	MPHOSPH6	UNC119	MPP|MPP-6|MPP6	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q99547	-	NP_005783	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271209	10200	11244	115495	116406	-	-	MPHOSPH6	ZHX1	MPP|MPP-6|MPP6	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q99547	-	NP_005783	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271210	6182	6182	112097	112097	-	-	MRPL12	MRPL12	5c5-2|L12mt|MRP-L31/34|MRPL7|MRPL7/L12|RPML12	5c5-2|L12mt|MRP-L31/34|MRPL7|MRPL7/L12|RPML12	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P52815	-	NP_002940	P52815	-	NP_002940	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271211	28977	1915	118800	108237	HSPC204	RP11-505P4.2	MRPL42	EEF1A1	L31MT|L42MT|MRP-L31|MRP-L42|MRP-S32|MRPL31|MRPS32|PTD007|RPML31|S32MT	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9Y6G3	A0A024RBG3	NP_054769|NP_751917	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271212	65080	9869	122389	115202	-	RP11-316M1.1	MRPL44	SETDB1	COXPD16|L44MT|MRP-L44	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9H9J2	A0A024R473	NP_075066	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271213	65080	7431	122389	113272	-	RP11-124N14.1	MRPL44	VIM	COXPD16|L44MT|MRP-L44	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9H9J2	A0A024R473	NP_075066	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271214	6183	11161	112098	116332	-	AD-011	MRPS12	C14orf1	MPR-S12|MT-RPS12|RPMS12|RPS12|RPSM12	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O15235	A0A024R0H2	NP_066930|NP_203526|NP_203527	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271215	6183	1400	112098	107790	-	-	MRPS12	CRMP1	MPR-S12|MT-RPS12|RPMS12|RPS12|RPSM12	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O15235	A0A024R0H2	NP_066930|NP_203526|NP_203527	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271216	6183	9094	112098	114548	-	-	MRPS12	UNC119	MPR-S12|MT-RPS12|RPMS12|RPS12|RPSM12	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O15235	A0A024R0H2	NP_066930|NP_203526|NP_203527	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271217	4666	60492	110748	121923	HSD48	CUA003	NACA	CCDC90B	NACA1|skNAC	MDS011|MDS025	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	E9PAV3|Q13765	A0A024RB41	NP_005585|NP_001106674|NP_001352825|NP_001106672|NP_001106673|NP_001307123|NP_001307122	Q9GZT6	-	NP_001273046|NP_001273047|NP_001273045|NP_068597|NP_001273048|NP_001273049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271218	4666	84966	110748	124396	HSD48	RP11-121A23.1	NACA	IGSF21	NACA1|skNAC	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	E9PAV3|Q13765	A0A024RB41	NP_005585|NP_001106674|NP_001352825|NP_001106672|NP_001106673|NP_001307123|NP_001307122	Q96ID5	-	NP_116269	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271219	4666	11244	110748	116406	HSD48	-	NACA	ZHX1	NACA1|skNAC	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	E9PAV3|Q13765	A0A024RB41	NP_005585|NP_001106674|NP_001352825|NP_001106672|NP_001106673|NP_001307123|NP_001307122	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271220	266812	10524	129344	115779	-	-	NAP1L5	KAT5	DRLM	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q96NT1	-	NP_715638	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271221	8440	1937	114020	108257	-	PRO1608	NCK2	EEF1G	GRB4|NCKbeta	EF1G|GIG35	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O43639	E7ERP6	NP_003572|NP_001004722|NP_001004720	P26641	Q53YD7	NP_001395	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271222	4715	9001	110795	114480	-	-	NDUFB9	HAP1	B22|CI-B22|LYRM3|UQOR22	HAP2|HIP5|HLP|hHLP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9Y6M9	-	NP_001265575|NP_001265574|NP_004996|NP_001298097	P54257	-	NP_817084|NP_001073340|NP_001073339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271223	4715	10989	110795	116185	-	PIG4	NDUFB9	IMMT	B22|CI-B22|LYRM3|UQOR22	HMP|MINOS2|P87|P87/89|P89|PIG52	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9Y6M9	-	NP_001265575|NP_001265574|NP_004996|NP_001298097	Q16891	-	NP_001093640|NP_006830|NP_001093639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271224	4729	1400	110807	107790	-	-	NDUFV2	CRMP1	CI-24k	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P19404	-	NP_066552	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271225	54544	1107	120031	107532	-	-	CRCT1	CHD3	C1orf42|NICE-1	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UGL9	-	NP_061933	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271226	54544	7088	120031	112943	-	RP11-203D19.1	CRCT1	TLE1	C1orf42|NICE-1	ESG|ESG1|GRG1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UGL9	-	NP_061933	Q04724	-	NP_005068|NP_001290032|NP_001290033	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271227	54544	7431	120031	113272	-	RP11-124N14.1	CRCT1	VIM	C1orf42|NICE-1	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UGL9	-	NP_061933	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271228	4832	4831	110896	110895	-	-	NME3	NME2	DR-nm23|NDPK-C|NDPKC|NM23-H3|NM23H3|c371H6.2	NDKB|NDPK-B|NDPKB|NM23-H2|NM23B|PUF	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q13232	-	NP_002504	P22392	F6XY72|Q6FHN3	NP_001018148|NP_001018149|NP_002503|NP_001018147|NP_001185611	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271229	4860	60492	110921	121923	-	CUA003	PNP	CCDC90B	NP|PRO1837|PUNP	MDS011|MDS025	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P00491	V9HWH6	NP_000261	Q9GZT6	-	NP_001273046|NP_001273047|NP_001273045|NP_068597|NP_001273048|NP_001273049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271230	4860	7157	110921	113010	-	-	PNP	TP53	NP|PRO1837|PUNP	BCC7|LFS1|P53|TRP53	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P00491	V9HWH6	NP_000261	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271231	4860	11244	110921	116406	-	-	PNP	ZHX1	NP|PRO1837|PUNP	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P00491	V9HWH6	NP_000261	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271232	4905	57562	110960	121617	-	-	NSF	KIAA1377	SKD2	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P46459	-	NP_006169	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271233	4905	51631	110960	119646	-	CGI-59	NSF	LUC7L2	SKD2	CGI-74|LUC7B2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P46459	-	NP_006169	Q9Y383	-	NP_001257572|NP_057103|NP_001231514	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271234	11165	6132	116336	112052	-	-	NUDT3	RPL8	DIPP|DIPP-1|DIPP1	L8	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O95989	-	NP_006694	P62917	-	NP_001304700|NP_001304711|NP_150644|NP_000964	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271235	11165	6176	116336	112095	-	-	NUDT3	RPLP1	DIPP|DIPP-1|DIPP1	LP1|P1|RPP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O95989	-	NP_006694	P05386	A0A024R608	NP_998890|NP_000994	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271236	5034	5764	111073	111731	-	-	P4HB	PTN	DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P07237	A0A024R8S5	NP_000909	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271237	5047	1915	111084	108237	RP11-98L5.3	RP11-505P4.2	PAEP	EEF1A1	GD|GdA|GdF|GdS|PAEG|PEP|PP14	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P09466	A0A024R8D8	NP_001018059|NP_002562	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271238	5047	2547	111084	108822	RP11-98L5.3	CTA-216E10.7	PAEP	XRCC6	GD|GdA|GdF|GdS|PAEG|PEP|PP14	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P09466	A0A024R8D8	NP_001018059|NP_002562	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271239	5049	6175	111086	112094	-	-	PAFAH1B2	RPLP0	HEL-S-303	L10E|LP0|P0|PRLP0|RPP0	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P68402	V9HW44	NP_001171676|NP_001171677|NP_001171675|NP_001296360|NP_002563	P05388	A0A024RBS2	NP_000993|NP_444505	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271240	5050	11161	111087	116332	-	AD-011	PAFAH1B3	C14orf1	PAFAHG	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271241	5050	10980	111087	116176	-	-	PAFAH1B3	COPS6	PAFAHG	CSN6|MOV34-34KD	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	Q7L5N1	-	NP_006824	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271242	5050	2547	111087	108822	-	CTA-216E10.7	PAFAH1B3	XRCC6	PAFAHG	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271243	5050	9869	111087	115202	-	RP11-316M1.1	PAFAH1B3	SETDB1	PAFAHG	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271244	5050	11244	111087	116406	-	-	PAFAH1B3	ZHX1	PAFAHG	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271245	5050	7704	111087	113498	-	-	PAFAH1B3	ZBTB16	PAFAHG	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271246	10606	1107	115852	107532	-	-	PAICS	CHD3	ADE2|ADE2H1|AIRC|PAIS	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P22234	A0A024RD93	NP_006443|NP_001072993|NP_001072992	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271247	26135	1107	117571	107532	CGI-55	-	SERBP1	CHD3	CHD3IP|HABP4L|PAI-RBP1|PAIRBP1	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q8NC51	Q5VU21|Q63HR1	NP_001018077|NP_056455|NP_001018078|NP_001018079	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271248	26135	7431	117571	113272	CGI-55	RP11-124N14.1	SERBP1	VIM	CHD3IP|HABP4L|PAI-RBP1|PAIRBP1	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q8NC51	Q5VU21|Q63HR1	NP_001018077|NP_056455|NP_001018078|NP_001018079	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271249	10298	1743	115586	108087	-	-	PAK4	DLST	-	DLTS	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O96013	A0A024R0J1|A0A024R0L8	NP_001014834|NP_001014835|NP_001014832|NP_001014831|NP_005875	P36957	A0A024R6C9|B7Z6J1	NP_001924|NP_001231812	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271250	9061	1915	114522	108237	-	RP11-505P4.2	PAPSS1	EEF1A1	ATPSK1|PAPSS|SK1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O43252	Q6IAX6	NP_005434	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271251	9061	9094	114522	114548	-	-	PAPSS1	UNC119	ATPSK1|PAPSS|SK1	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O43252	Q6IAX6	NP_005434	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271252	56144	333	121084	106830	-	-	PCDHA4	APLP1	CNR1|CNRN1|CRNR1|PCDH-ALPHA4	APLP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UN74	Q59H34	NP_113688|NP_061730	P51693	-	NP_001019978|NP_005157	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271253	56144	1915	121084	108237	-	RP11-505P4.2	PCDHA4	EEF1A1	CNR1|CNRN1|CRNR1|PCDH-ALPHA4	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UN74	Q59H34	NP_113688|NP_061730	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271254	56144	60492	121084	121923	-	CUA003	PCDHA4	CCDC90B	CNR1|CNRN1|CRNR1|PCDH-ALPHA4	MDS011|MDS025	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UN74	Q59H34	NP_113688|NP_061730	Q9GZT6	-	NP_001273046|NP_001273047|NP_001273045|NP_068597|NP_001273048|NP_001273049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271255	56144	55791	121084	120905	-	RP11-96K19.1	PCDHA4	LRIF1	CNR1|CNRN1|CRNR1|PCDH-ALPHA4	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UN74	Q59H34	NP_113688|NP_061730	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271256	56144	9869	121084	115202	-	RP11-316M1.1	PCDHA4	SETDB1	CNR1|CNRN1|CRNR1|PCDH-ALPHA4	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9UN74	Q59H34	NP_113688|NP_061730	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271257	9141	10524	114588	115779	-	-	PDCD5	KAT5	TFAR19	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O14737	-	NP_004699	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271258	9141	57562	114588	121617	-	-	PDCD5	KIAA1377	TFAR19	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O14737	-	NP_004699	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271259	9141	55791	114588	120905	-	RP11-96K19.1	PDCD5	LRIF1	TFAR19	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O14737	-	NP_004699	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271260	9141	10813	114588	116026	-	RP4-537K23.16-001	PDCD5	UTP14A	TFAR19	NYCO16|SDCCAG16|dJ537K23.3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O14737	-	NP_004699	Q9BVJ6	-	NP_006640|NP_001159693	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271261	5201	51003	111223	119211	-	CGI-125	PFDN1	MED31	PDF|PFD1	3110004H13Rik|Soh1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O60925	-	NP_002613	Q9Y3C7	-	NP_057144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271262	5201	28964	111223	118789	-	-	PFDN1	GIT1	PDF|PFD1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O60925	-	NP_002613	Q9Y2X7	Q59FC3	NP_054749|NP_001078923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271263	5201	9001	111223	114480	-	-	PFDN1	HAP1	PDF|PFD1	HAP2|HIP5|HLP|hHLP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O60925	-	NP_002613	P54257	-	NP_817084|NP_001073340|NP_001073339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
